SRCID,IntDate,Mode,ORDER,A1,A2,A2_oth,A3,A4_order,A4a,A4b,A4c,A4d,A4e,A4f,B1a,B1b,B1c,B1d,B3,B4,B6_order,B6a,B6b,B6c,B6d,B6e,B6f,B6g,B7,V1,V2_1_C1_Name,V2_2_C1_Name,V2_3_C1_Name,V2_4_C1_Name,V2_5_C1_Name,V2_1_C1_Age,V2_2_C1_Age,V2_3_C1_Age,V2_4_C1_Age,V2_5_C1_Age,V2_1_C1_Emp,V2_2_C1_Emp,V2_3_C1_Emp,V2_4_C1_Emp,V2_5_C1_Emp,V2_1_C1_Occ,V2_2_C1_Occ,V2_3_C1_Occ,V2_4_C1_Occ,V2_5_C1_Occ,V2_1_C1_OccCat,V2_2_C1_OccCat,V2_3_C1_OccCat,V2_4_C1_OccCat,V2_5_C1_OccCat,V2_1_C1_Rate,V2_2_C1_Rate,V2_3_C1_Rate,V2_4_C1_Rate,V2_5_C1_Rate,V2_1_C1_Care,V2_2_C1_Care,V2_3_C1_Care,V2_4_C1_Care,V2_5_C1_Care,V2_1_C1_Health,V2_2_C1_Health,V2_3_C1_Health,V2_4_C1_Health,V2_5_C1_Health,V2_1_C2_Name,V2_2_C2_Name,V2_3_C2_Name,V2_4_C2_Name,V2_5_C2_Name,V2_1_C2_Age,V2_2_C2_Age,V2_3_C2_Age,V2_4_C2_Age,V2_5_C2_Age,V2_1_C2_Emp,V2_2_C2_Emp,V2_3_C2_Emp,V2_4_C2_Emp,V2_5_C2_Emp,V2_1_C2_Occ,V2_2_C2_Occ,V2_3_C2_Occ,V2_4_C2_Occ,V2_5_C2_Occ,V2_1_C2_OccCat,V2_2_C2_OccCat,V2_3_C2_OccCat,V2_4_C2_OccCat,V2_5_C2_OccCat,V2_1_C2_Rate,V2_2_C2_Rate,V2_3_C2_Rate,V2_4_C2_Rate,V2_5_C2_Rate,V2_1_C2_Care,V2_2_C2_Care,V2_3_C2_Care,V2_4_C2_Care,V2_5_C2_Care,V2_1_C2_Health,V2_2_C2_Health,V2_3_C2_Health,V2_4_C2_Health,V2_5_C2_Health,V2_1,V2_2,V2_3,V2_4,V2_5,D1a,D1b,D1c,D1d,D1e,D1f,D3,E1a,E1b,E1c,E1d,E1e,E1f,E1g,E1h,E2,E3,E20a,E20b,E5,E18,E19,E6,E7,E8,E10,E11a,E12,E13,E14,E15_1,E15_2,E15_3,E15_4,E15_5,E15_DK,E15_REF,E16,E17,DUM1,DUM2,DUM3,GINTRO2_GINTRO3_Order,C_SETS_Selected01,C_SETS_Selected02,C_SETS_Selected03,C_SETS_Selected04,C_SETS_Selected05,C_SETS_Selected06,C_SETS_Selected07,C_SETS_Selected08,C_SETS_Selected09,C_SETS_Selected10,C_SETS_Selected11,C_SETS_Selected12,C_SETS_Selected13,C_SETS_Selected14,C_SETS_Selected15,C_SETS_Selected16,C_SETS_Selected17,C_SETS_Selected18,C_SETS_Selected19,C_SETS_Selected20,C_SETS_Selected21,C_SETS_Selected22,C_SETS_Selected23,C_SETS_Selected24,C_SETS_Selected25,C_SETS_Selected26,C_SETS_Selected27,C_SETS_Selected28,C_SETS_Selected29,C_SETS_Selected30,C_SETS_Selected31,C_SETS_Selected32,C_SETS_Selected33,C_SETS_Selected34,C_SETS_Selected35,C_SETS_Selected36,Set_Order_txt,Attribute_Lst_Order,Attribute1,Attribute2,Attribute3,Attribute4,Attribute5,Attribute6,C_Loop_1_C_SET,C_Loop_2_C_SET,C_Loop_3_C_SET,C_Loop_4_C_SET,C_Loop_5_C_SET,C_Loop_1_C_Order_txt,C_Loop_2_C_Order_txt,C_Loop_3_C_Order_txt,C_Loop_4_C_Order_txt,C_Loop_5_C_Order_txt,C_Loop_1_C1,C_Loop_2_C1,C_Loop_3_C1,C_Loop_4_C1,C_Loop_5_C1,C_Loop_1_C1_Employment,C_Loop_2_C1_Employment,C_Loop_3_C1_Employment,C_Loop_4_C1_Employment,C_Loop_5_C1_Employment,C_Loop_1_C1_Inequality,C_Loop_2_C1_Inequality,C_Loop_3_C1_Inequality,C_Loop_4_C1_Inequality,C_Loop_5_C1_Inequality,C_Loop_1_C1_Borders,C_Loop_2_C1_Borders,C_Loop_3_C1_Borders,C_Loop_4_C1_Borders,C_Loop_5_C1_Borders,C_Loop_1_C1_COVID_infections,C_Loop_2_C1_COVID_infections,C_Loop_3_C1_COVID_infections,C_Loop_4_C1_COVID_infections,C_Loop_5_C1_COVID_infections,C_Loop_1_C1_Mental_health,C_Loop_2_C1_Mental_health,C_Loop_3_C1_Mental_health,C_Loop_4_C1_Mental_health,C_Loop_5_C1_Mental_health,C_Loop_1_C1_Social_isolation,C_Loop_2_C1_Social_isolation,C_Loop_3_C1_Social_isolation,C_Loop_4_C1_Social_isolation,C_Loop_5_C1_Social_isolation,C_Loop_1_C2,C_Loop_2_C2,C_Loop_3_C2,C_Loop_4_C2,C_Loop_5_C2,C_Loop_1_C2_Employment,C_Loop_2_C2_Employment,C_Loop_3_C2_Employment,C_Loop_4_C2_Employment,C_Loop_5_C2_Employment,C_Loop_1_C2_Inequality,C_Loop_2_C2_Inequality,C_Loop_3_C2_Inequality,C_Loop_4_C2_Inequality,C_Loop_5_C2_Inequality,C_Loop_1_C2_Borders,C_Loop_2_C2_Borders,C_Loop_3_C2_Borders,C_Loop_4_C2_Borders,C_Loop_5_C2_Borders,C_Loop_1_C2_COVID_infections,C_Loop_2_C2_COVID_infections,C_Loop_3_C2_COVID_infections,C_Loop_4_C2_COVID_infections,C_Loop_5_C2_COVID_infections,C_Loop_1_C2_Mental_health,C_Loop_2_C2_Mental_health,C_Loop_3_C2_Mental_health,C_Loop_4_C2_Mental_health,C_Loop_5_C2_Mental_health,C_Loop_1_C2_Social_isolation,C_Loop_2_C2_Social_isolation,C_Loop_3_C2_Social_isolation,C_Loop_4_C2_Social_isolation,C_Loop_5_C2_Social_isolation,G1_1,G1_2,G1_3,G1_4,G1_5,F1_order,F1a,F1b,F1c,F1d,F1e,F1f,F1g,F1h,F2_order,F2a,F2b,F2c,F3_order,F3a,F3b,F3c,F4_order,F4a,F4b,F4c,F4d,F4e,F4f,F4g,F5a,F5b,F5c,p_state,p_region,p_geography,p_seifa,p_gender,p_age_group,p_age_group_r,d_cob_group,p_citizen,p_lote,p_atsi,p_house_str,p_education,weight,p_gender_sdc,p_age_group_sdc,p_education_sdc,p_state_sdc,StateMap
2402,15-AUG-2020,2,2,1,1, ,8,"a,b,d,e,c,f",2,2,1,1,1,1,2,2,2,2, ,3,"a,g,d,f,b,c,e",-99,-99,-99,-99,-99,5,5,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,3,4,4,2,1,3,2,2,2,2,2,1,2,2, , , , , ,2, , , , ,-99,1, ,4,-99, , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,"g,h,f,a,d,e,c,b",3,2,2,2,1,1,1,2,"a,c,b",2,2,2,"a,c,b",2,5,4,"a,g,d,f,b,c,e",2,2,2,2,2,2,1, , , ,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,.449806945126434,1,3,3,4,4
3575,22-AUG-2020,1,1,2,3, ,4,"d,c,f,a,b,e",2,2,2,2,3,1,2,2,2,2, ,3,"e,d,c,g,b,f,a",-99,-99,-99,-99,-99,5,5,2,3,22,10,24,38,23,33,63,56,61,23,1,3,1,3,2,7,0,4,0,0,2,3,1,3,3,1,2,1,1,2,1,2,1,1,2,2,2,1,1,2,26,28,30,35,6,40,36,10,12,45,3,1,1,1,1,0,5,3,1,12,3,1,1,1,2,2,1,1,2,2,1,2,1,2,2,1,2,1,1,2,2,1,1,1,2,2,3,4,2,3,2,2,2,2,2,2,2,2,2,1, , , , , ,2, , , , ,-99,1, ,4,-99,1,0,0,0,0,0,0,2, ,2,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,"set35,set15,set31,set14,set33","_6,_3,_5,_2,_4,_1",Social isolation,Borders,Mental health,Household’s economic circumstances,COVID infection rate,Employment,35,15,31,14,33,"{Choice35,Choice71}","{Choice51,Choice15}","{Choice31,Choice67}","{Choice50,Choice14}","{Choice33,Choice69}",35,51,31,50,33,1,0,1,0,0,2,1,1,1,1,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1,1,71,15,67,14,69,1,0,1,0,0,2,1,1,1,1,0,1,0,0,1,1,0,2,2,1,0,0,1,1,0,1,1,1,0,0,1,2,1,1,2,"f,a,h,c,d,e,b,g",2,1,2,2,3,2,1,2,"a,b,c",2,2,2,"a,b,c",2,4,3,"e,d,c,g,b,f,a",2,2,2,2,2,2,2, , , ,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1.88115573081531,1,1,3,2,2
3187,22-AUG-2020,1,1,4,4, ,7,"c,f,e,d,b,a",3,2,2,2,2,2,2,2,2,1, ,3,"f,c,g,a,e,d,b",-99,-99,-99,-99,-99,5,5,2,3,35,10,36,2,1,4,26,12,5,65,1,1,2,1,3,16,6,0,5,0,2,1,3,1,3,1,1,1,2,2,2,1,2,1,1,2,2,1,1,2,22,28,12,11,16,24,39,67,35,13,1,1,3,2,1,4,46,0,0,14,1,3,3,3,2,2,1,2,1,2,2,1,2,1,2,1,2,1,2,1,2,1,1,1,2,2,1,1,1,1,1,1,1,2,2,2,2,2,1,2,1,1,2,2,21, ,2, , , ,-99,1,0,-99,-99,1,0,0,0,0,0,0,1, ,2,2,3,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,"set23,set30,set6,set8,set25","_5,_4,_6,_1,_3,_2",Mental health,COVID infection rate,Social isolation,Employment,Borders,Household’s economic circumstances,23,30,6,8,25,"{Choice23,Choice59}","{Choice66,Choice30}","{Choice6,Choice42}","{Choice44,Choice8}","{Choice25,Choice61}",23,66,6,44,25,1,0,1,0,0,1,0,1,2,2,0,1,0,0,1,2,0,0,1,2,1,0,0,0,0,0,0,1,0,0,59,30,42,8,61,1,0,1,0,0,1,0,1,2,2,1,0,1,1,0,0,2,1,0,0,0,1,1,1,1,1,1,0,1,1,-98,1,1,1,2,"a,f,c,d,b,e,h,g",1,1,1,1,1,1,1,1,"c,a,b",3,3,3,"c,a,b",2,-98,3,"f,c,g,a,e,d,b",2,2,2,2,2,2,2, , , ,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,.94629652444019,2,4,2,3,3
1166,12-AUG-2020,1,2,4,3, ,6,"e,a,c,d,f,b",3,2,3,2,2,2,2,2,2,1, ,3,"e,b,a,f,d,c,g",-99,-99,-99,-99,-99,2,5,1,4,34,22,28,35,20,62,49,3,53,47,3,1,1,2,1,0,12,4,0,5,3,2,1,3,1,2,2,2,2,1,2,2,1,2,1,2,1,2,2,1,2,25,16,23,17,44,4,58,8,20,2,1,3,2,1,0,7,0,0,3,3,2,3,3,1,2,1,1,1,1,2,1,2,1,1,1,1,2,1,2,2,2,1,2,1,2,1,2,2,1,1,2,2,2,2,2,2,1,1,2,6, , , , ,2, , , , ,-99,1, ,4,-99,1,0,0,0,0,0,0,1, ,1,1,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,"set18,set5,set9,set29,set32","_4,_2,_6,_1,_3,_5",COVID infection rate,Household’s economic circumstances,Social isolation,Employment,Borders,Mental health,18,5,9,29,32,"{Choice54,Choice18}","{Choice5,Choice41}","{Choice45,Choice9}","{Choice29,Choice65}","{Choice68,Choice32}",54,5,45,29,68,0,0,1,1,1,2,1,2,0,1,0,1,1,1,0,2,2,2,1,0,1,1,1,1,0,0,1,0,0,1,18,41,9,65,32,0,0,1,1,1,2,1,2,0,1,1,0,0,0,1,1,0,1,2,2,0,0,0,0,1,1,0,1,1,0,2,2,2,1,1,"a,f,h,b,c,g,d,e",2,1,1,3,2,1,2,2,"b,c,a",2,2,2,"b,c,a",1,4,2,"e,b,a,f,d,c,g",1,2,2,2,2,2,2,2, , ,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,.237301070785996,1,4,1,1,1
2157,14-AUG-2020,1,1,2,-98, ,6,"c,b,d,a,e,f",3,3,2,3,3,3,2,2,2,1, ,3,"c,a,b,g,e,d,f",-99,-99,-99,-99,-99,3,3,1,3,7,17,28,15,22,1,36,18,6,62,1,1,1,1,3,33,3,20,12,0,3,1,3,2,3,2,2,1,1,1,1,1,2,2,2,1,1,2,1,2,20,27,10,32,6,27,16,47,20,45,1,1,3,1,3,2,5,0,7,0,1,1,3,2,3,1,2,2,1,2,2,2,1,1,1,2,1,2,1,2,2,1,1,2,1,2,1,2,2,1,1,2,1,2,2,2,2,2,1,2,1,1,1,1,38, ,2, , , ,-99,1,40,4,-99,0,1,0,0,0,0,0,2, ,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,"set3,set16,set36,set23,set21","_2,_5,_6,_1,_3,_4",Household’s economic circumstances,Mental health,Social isolation,Employment,Borders,COVID infection rate,3,16,36,23,21,"{Choice3,Choice39}","{Choice16,Choice52}","{Choice72,Choice36}","{Choice23,Choice59}","{Choice57,Choice21}",3,16,72,23,57,1,1,0,1,1,0,2,2,1,0,0,0,1,0,0,2,2,2,2,0,0,0,0,1,0,1,1,0,0,0,39,52,36,59,21,1,1,0,1,1,0,2,2,1,0,1,1,0,1,1,0,0,1,0,2,1,1,1,0,1,0,0,1,1,1,2,2,2,2,1,"a,d,b,e,g,f,c,h",1,1,1,1,1,1,1,1,"c,a,b",3,2,3,"c,a,b",4,3,2,"c,a,b,g,e,d,f",1,2,1,1,1,2,2,2, ,3,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,5.13224222728721,2,1,3,5,5
2931,18-AUG-2020,1,1,2,-98, ,6,"e,d,b,a,f,c",2,2,2,2,2,2,1,2,2,1,5,3,"f,g,d,e,b,c,a",-99,-99,-99,-99,-99,5,5,1,4,16,28,4,18,25,52,10,36,55,8,3,2,2,2,1,0,0,0,0,14,3,3,3,3,2,1,2,1,2,2,1,1,1,1,2,1,2,2,1,1,22,9,17,23,13,53,34,1,45,39,1,1,1,1,1,48,23,5,2,13,3,3,1,1,2,2,1,1,2,1,2,2,1,2,2,2,2,2,1,1,1,2,2,2,2,2,4,2,2,2,4,1,1,2,2,2,2,2,2,2, ,1,1,1,37, ,2, , , ,-99,2,50,4,-99,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,"set34,set35,set24,set23,set14","_4,_3,_2,_6,_5,_1",COVID infection rate,Borders,Household’s economic circumstances,Social isolation,Mental health,Employment,34,35,24,23,14,"{Choice34,Choice70}","{Choice71,Choice35}","{Choice24,Choice60}","{Choice59,Choice23}","{Choice14,Choice50}",34,71,24,59,14,1,1,1,1,0,2,2,1,1,1,1,0,1,1,0,2,1,0,0,2,0,0,1,0,1,0,1,1,1,0,70,35,60,23,50,1,1,1,1,0,2,2,1,1,1,0,1,0,0,1,0,0,1,2,0,1,1,0,1,0,1,0,0,0,1,2,1,2,1,2,"a,h,f,b,d,g,e,c",1,1,1,1,1,1,1,1,"b,c,a",1,3,2,"b,c,a",1,3,2,"f,g,d,e,b,c,a",1,2,2,2,2,2,2,2, , ,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1.23693637664269,2,1,2,1,1
2569,15-AUG-2020,1,1,2,3, ,7,"c,f,b,d,e,a",4,3,1,2,3,2,2,2,2,2, ,3,"f,a,b,d,c,g,e",-99,-99,-99,-99,-99,5,5,3,3,29,28,9,19,5,66,60,12,15,48,3,3,1,1,2,0,0,10,5,0,3,3,2,1,3,1,2,1,2,1,2,2,1,1,2,1,1,1,1,2,23,18,31,8,3,54,31,32,33,58,1,1,1,1,3,3,38,16,17,0,1,3,2,2,3,1,2,1,2,2,1,1,2,1,2,2,2,1,2,2,2,2,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2, ,1,1,2,42, ,2, , , ,-99,2,0,1,-99,1,0,0,0,0,0,0,2, ,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,"set28,set33,set29,set35,set36","_1,_6,_4,_2,_3,_5",Employment,Social isolation,COVID infection rate,Household’s economic circumstances,Borders,Mental health,28,33,29,35,36,"{Choice28,Choice64}","{Choice69,Choice33}","{Choice29,Choice65}","{Choice71,Choice35}","{Choice36,Choice72}",28,69,29,71,36,1,0,1,1,0,0,1,0,2,2,1,1,1,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,1,1,64,33,65,35,72,1,0,1,1,0,0,1,0,2,2,0,0,0,1,1,1,0,2,0,2,1,1,0,1,0,1,1,1,0,0,2,2,2,1,1,"e,h,b,g,d,a,f,c",3,2,2,2,2,2,2,2,"c,a,b",3,3,3,"c,a,b",4,5,4,"f,a,b,d,c,g,e",2,2,2,2,2,2,2, , , ,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,.775230781183724,1,3,2,5,5
3180,21-AUG-2020,1,1,2,3, ,9,"d,a,c,e,f,b",3,3,2,2,1,1,2,2,2,2, ,2,"f,a,e,b,d,g,c",-99,-99,-99,-99,-99,3,5,2,1,31,12,29,33,8,32,67,31,6,26,1,3,2,1,1,25,0,0,2,43,3,3,3,1,3,2,2,1,2,1,1,1,1,2,2,2,1,2,2,1,23,40,22,2,35,39,66,63,29,2,1,3,3,1,1,1,0,0,49,7,1,3,3,3,2,2,1,1,1,2,1,2,2,2,1,2,1,2,1,1,2,2,1,2,1,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2, ,1,1,1,40, ,2, , , ,-99,2,70,4,-99,0,1,0,0,0,0,0,2, ,2,2,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,"set20,set11,set35,set16,set34","_5,_3,_6,_2,_1,_4",Mental health,Borders,Social isolation,Household’s economic circumstances,Employment,COVID infection rate,20,11,35,16,34,"{Choice56,Choice20}","{Choice11,Choice47}","{Choice71,Choice35}","{Choice16,Choice52}","{Choice70,Choice34}",56,11,71,16,70,1,0,1,1,1,0,0,2,2,2,1,0,0,0,0,2,1,1,2,0,0,1,0,0,1,1,0,1,1,1,20,47,35,52,34,1,0,1,1,1,0,0,2,2,2,0,1,1,1,1,1,2,0,0,2,1,0,1,1,0,0,1,0,0,0,1,1,1,1,2,"b,c,g,f,a,h,e,d",2,2,1,1,1,1,1,2,"a,c,b",2,2,2,"a,c,b",1,3,2,"f,a,e,b,d,g,c",2,2,2,2,1,2,1, , , ,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,.546707503526662,2,3,1,1,1
1675,12-AUG-2020,1,1,2,3, ,6,"f,a,e,b,d,c",3,1,1,1,2,2,1,2,2,1,5,2,"c,a,g,d,f,b,e",-99,-99,-99,-99,-99,5,5,2,4,1,32,13,14,8,6,12,49,59,22,1,1,3,3,1,3,2,0,0,29,1,1,3,3,3,1,1,2,1,1,1,2,1,1,1,1,1,1,2,1,6,5,35,2,15,65,26,14,47,36,3,2,1,1,1,0,0,5,6,26,3,3,1,1,3,2,2,1,2,2,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,3,1,1,1,1,1,1,1,2,2,2,2,2,1,2,1,1,1,1,24, ,2, , , ,-99,2,0,4,-99,0,1,0,0,0,0,0,2, ,1,1,3,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,"set13,set26,set21,set29,set6","_4,_1,_6,_2,_5,_3",COVID infection rate,Employment,Social isolation,Household’s economic circumstances,Mental health,Borders,13,26,21,29,6,"{Choice13,Choice49}","{Choice62,Choice26}","{Choice21,Choice57}","{Choice65,Choice29}","{Choice6,Choice42}",13,62,21,65,6,1,1,1,1,1,1,2,0,0,1,0,1,1,0,0,1,1,2,2,0,0,0,1,0,0,1,1,1,1,1,49,26,57,29,42,1,1,1,1,1,1,2,0,0,1,1,0,0,1,1,2,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,2,2,2,1,"d,a,e,g,c,f,h,b",1,1,1,1,1,1,1,2,"c,a,b",1,1,2,"c,a,b",1,3,2,"c,a,g,d,f,b,e",1,2,2,2,1,1,1,1, , ,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,.465631122635905,2,2,1,5,5
2916,21-AUG-2020,1,2,2,1, ,7,"b,a,d,f,c,e",2,2,2,2,2,1,1,2,2,2,5,4,"b,a,e,g,c,f,d",-99,-99,-99,-99,-99,1,1,1,4,4,22,31,35,8,19,16,60,28,31,1,2,3,1,1,39,0,0,6,17,3,3,3,1,2,1,2,2,1,1,2,2,1,2,1,1,1,1,2,2,24,17,38,26,25,45,4,41,61,22,3,1,1,3,2,0,5,24,0,0,3,1,3,3,3,1,2,2,2,1,1,1,2,2,1,2,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,2,38, ,2, , , ,-99,1,0,4,-99,1,0,0,0,0,0,0,2, ,1,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,"set2,set26,set28,set16,set32","_3,_5,_6,_4,_2,_1",Borders,Mental health,Social isolation,COVID infection rate,Household’s economic circumstances,Employment,2,26,28,16,32,"{Choice38,Choice2}","{Choice26,Choice62}","{Choice64,Choice28}","{Choice16,Choice52}","{Choice68,Choice32}",38,26,64,16,68,0,1,1,1,1,0,2,0,2,1,0,0,0,0,0,2,0,1,2,0,0,1,1,0,0,0,0,1,1,1,2,62,28,52,32,0,1,1,1,1,0,2,0,2,1,1,1,1,1,1,1,1,0,0,2,1,0,0,1,1,1,1,0,0,0,2,1,2,2,1,"d,e,f,c,h,g,a,b",1,1,1,1,1,1,1,1,"b,a,c",2,2,2,"b,a,c",3,4,5,"b,a,e,g,c,f,d",2,2,2,2,2,2,1, , , ,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1.47503236280673,1,2,1,1,1
1407,18-AUG-2020,1,1,2,3, ,7,"c,b,a,e,d,f",2,2,2,2,2,2,2,2,2,1, ,-98,"e,d,c,g,b,f,a",-99,-99,-99,-99,-99,1,1,1,4,38,4,34,40,37,18,37,52,63,58,1,1,2,3,3,2,1,0,0,0,1,1,3,3,3,1,1,1,2,1,1,1,2,2,1,1,2,2,1,1,12,29,16,11,9,34,50,22,55,64,1,1,1,2,3,34,3,8,0,0,3,1,2,3,3,2,2,1,2,2,2,1,2,1,2,1,2,2,2,1,1,1,2,2,-98,2,2,2,2,2,1,1,1,2,2,2,2,2,1,1,1,1,1,1,7, ,2, , , ,-99,1,0,1,-99,0,0,0,1,0,0,0,2, ,1,1,2,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"set6,set3,set12,set4,set31","_2,_6,_3,_5,_1,_4",Household’s economic circumstances,Social isolation,Borders,Mental health,Employment,COVID infection rate,6,3,12,4,31,"{Choice6,Choice42}","{Choice39,Choice3}","{Choice12,Choice48}","{Choice40,Choice4}","{Choice31,Choice67}",6,39,12,40,31,1,1,0,0,1,1,0,0,1,1,0,1,1,1,1,0,0,2,2,1,0,1,0,1,0,1,0,1,1,0,42,3,48,4,67,1,1,0,0,1,1,0,0,1,1,1,0,0,0,0,1,2,0,1,2,1,0,1,0,1,0,1,0,0,1,1,1,1,2,1,"g,a,h,c,f,b,d,e",1,1,2,2,2,1,1,2,"c,b,a",1,1,1,"c,b,a",4,4,5,"e,d,c,g,b,f,a",2,2,2,2,2,2,2, , , ,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,.461964065878091,2,3,1,2,2
1553,12-AUG-2020,1,1,2,3, ,7,"f,e,a,c,b,d",2,2,2,1,2,1,2,2,2,1, ,3,"g,b,a,f,d,e,c",-99,-99,-99,-99,-99,3,3,1,4,23,21,24,32,33,23,57,27,61,41,2,3,1,3,2,0,0,10,0,0,3,3,2,3,3,1,1,2,2,2,2,1,1,2,2,1,2,2,2,2,3,13,30,38,27,22,17,39,42,1,2,1,1,1,1,0,3,38,29,11,3,1,3,3,2,1,1,2,2,1,2,1,1,1,2,1,1,1,2,1,-98,2,2,2,2,3,1,1,2,1,1,3,2,2,2,2,2,1,1,2,6, , , , ,2, , , , ,-99,2, ,4,-99, , , , , , , ,2, ,1,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,"set30,set8,set28,set27,set18","_1,_5,_2,_3,_4,_6",Employment,Mental health,Household’s economic circumstances,Borders,COVID infection rate,Social isolation,30,8,28,27,18,"{Choice30,Choice66}","{Choice44,Choice8}","{Choice28,Choice64}","{Choice63,Choice27}","{Choice18,Choice54}",30,44,28,63,18,0,0,1,1,0,0,2,0,2,2,0,0,1,0,1,2,1,0,2,1,1,0,0,0,0,1,0,0,0,1,66,8,64,27,54,0,0,1,1,0,0,2,0,2,2,1,1,0,1,0,0,0,1,1,2,0,1,1,1,1,0,1,1,1,0,2,2,1,2,1,"b,e,c,a,d,g,f,h",1,2,2,2,1,1,1,1,"c,b,a",2,2,2,"c,b,a",1,4,2,"g,b,a,f,d,e,c",2,2,2,2,2,2,2, , , ,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,.199585323483946,1,4,1,1,1
