SRCID,Mode,A1,A2,undecided_voter,A3,A4a,A4b,A4c,A4d,A4e,A4f,B1a,B1b,B1c,B1d,B4,B6f,B6g,B7,V1,D1a,D1b,D1c,D1d,D1e,D1f,D3,E1a,E1b,E1c,E1d,E1e,E1f,E1g,E1h,E11a,E13,F1a,F1b,F1c,F1d,F1e,F1f,F1g,F1h,F2a,F2b,F2c,p_gender_sdc,p_age_group_sdc,p_education_sdc,p_state_sdc,StateMap,A4F2_agg,opinionated
714,1,1,"""1""",FALSE,10,1,3,1,1,1,1,2,2,2,2,3,5,5,1,4,1,1,2,1,1,1,1,1,2,2,2,2,2,1,2,1,4,1,1,2,1,1,1,1,2,2,2,2,2,4,3,2,"""2""",0.694444444,TRUE
715,1,2,"""1""",FALSE,3,2,3,4,3,2,3,2,2,2,1,2,1,1,1,4,3,3,3,2,2,1,3,1,2,2,2,2,2,2,2,3,1,1,1,1,2,1,1,1,2,2,2,2,2,4,1,2,"""2""",0.472222222,FALSE
716,1,4,"""4""",FALSE,4,4,3,2,3,3,2,2,2,2,1,2,5,5,2,4,2,1,2,2,1,1,1,1,2,2,2,2,2,1,1,3,4,1,1,1,1,1,1,1,1,3,4,3,2,3,1,3,"""3""",0.305555556,FALSE
717,1,5,"""1""",FALSE,0,1,2,4,1,4,1,2,2,2,1,2,1,1,1,4,4,4,1,3,1,1,2,1,2,2,2,2,2,2,2,2,4,1,1,1,1,1,1,1,1,3,5,5,1,2,1,2,"""2""",0.777777778,TRUE
718,1,1,"""3""",FALSE,9,3,2,2,1,2,1,2,2,2,1,2,5,5,2,3,3,1,1,2,1,1,1,1,2,2,2,2,2,1,2,1,4,1,1,1,2,1,1,2,3,2,2,2,2,3,1,1,"""1""",0.527777778,TRUE
719,1,2,"""1""",FALSE,9,2,2,2,2,2,2,2,2,2,2,3,5,4,2,4,1,1,1,1,1,1,1,2,2,2,2,2,1,2,2,1,4,2,2,2,2,2,1,1,2,3,3,3,2,4,1,5,"""5""",0.166666667,FALSE
720,1,1,"""1""",FALSE,9,2,2,2,2,2,2,2,2,2,1,3,5,5,1,4,1,1,1,1,1,1,1,2,2,2,2,2,1,1,-99,1,4,1,1,1,1,1,1,1,1,2,2,2,2,4,3,5,"""5""",0.416666667,FALSE
721,1,2,"""2""",FALSE,9,2,2,2,1,1,2,2,2,2,2,3,5,5,1,3,2,1,2,2,1,1,1,2,2,2,2,2,1,1,2,1,4,1,1,1,1,1,1,1,2,2,3,3,2,4,2,3,"""3""",0.361111111,FALSE
722,1,2,"""3""",FALSE,8,2,3,2,3,2,1,2,2,2,2,3,5,5,1,4,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,4,2,1,2,3,2,2,1,4,2,4,3,1,3,2,3,"""3""",0.388888889,FALSE
723,1,4,"""3""",FALSE,6,2,2,1,2,2,2,2,2,2,2,3,1,1,1,3,1,1,2,2,1,1,1,-98,2,2,2,2,1,1,1,2,4,1,1,1,1,1,1,1,2,2,2,2,2,4,1,2,"""2""",0.472222222,FALSE
724,1,2,"""1""",FALSE,7,2,3,2,2,2,2,1,2,2,1,3,4,3,1,3,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,2,4,2,1,1,1,1,1,1,1,3,2,3,2,4, ,5,"""5""",0.25,FALSE
725,1,2,"""1""",FALSE,7,2,2,2,2,2,2,2,2,2,1,3,5,5,2,4,3,1,3,1,1,1,1,1,2,2,2,2,2,1,2,1,4,1,1,1,1,1,1,1,2,1,1,1,2,3,1,5,"""5""",0.666666667,TRUE
726,1,1,"""1""",FALSE,9,1,2,1,1,1,1,2,2,2,1,3,5,5,2,4,2,1,3,2,2,3,2,2,2,2,2,2,1,-99,2,4,1,3,1,2,2,2,2,1,2,2,2,2,2,4,2,5,"""5""",0.694444444,TRUE
727,1,4,"""1""",FALSE,6,2,2,2,2,2,2,2,2,2,2,3,5,5,2,4,1,2,2,2,1,2,2,2,2,2,2,2,1,1,2,1,4,1,1,1,1,1,1,1,2,2,2,2,2,3,2,1,"""1""",0.416666667,FALSE
728,1,1,"""8""",FALSE,6,1,2,2,2,1,1,1,2,1,1,2,1,1,1,4,4,3,4,5,4,4,1,2,2,1,2,2,2,1,2,3,4,1,1,1,2,2,1,1,2,2,3,2,1,3,1,1,"""1""",0.5,TRUE
729,1,2,"""1""",FALSE,8,2,3,1,1,2,1,2,2,2,2,4,5,5,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,4,4,2,2,2,4,1,2,3,2,2,2,1,2,2,5,"""5""",0.583333333,TRUE
730,1,4,"""4""",FALSE,9,3,3,1,3,2,1,2,2,2,2,2,5,5,1,4,1,1,1,1,1,1,1,1,2,2,2,2,2,1,2,1,4,1,1,1,1,1,1,1,1,2,2,2,2,4,1,4,"""4""",0.527777778,TRUE
731,1,5,"""6""",FALSE,0,4,3,3,3,1,2,2,2,2,1,2,1,1,1,3,5,4,3,4,4,4,4,1,1,2,1,2,2,1,1,4,4,1,2,1,2,1,1,1,3,2,4,3,2,2,2,2,"""2""",0.444444444,FALSE
732,1,2,"""3""",FALSE,8,3,1,2,2,1,1,2,2,2,2,3,5,5,2,1,1,1,1,3,1,1,1,1,2,2,2,2,2,1,2,2,1,4,2,2,2,2,1,1,3,1,1,1,2,2,2,1,"""1""",0.833333333,TRUE
733,1,5,"""1""",FALSE,5,3,4,3,2,2,1,1,2,2,2,3,5,5,2,1,2,1,1,1,2,1,3,1,2,2,2,2,2,1,2,2,4,4,1,1,1,1,1,1,4,1,3,2,2,2,1,1,"""1""",0.527777778,TRUE
734,1,1,"""1""",FALSE,8,2,2,2,2,2,2,2,2,2,1,2,5,2,1,4,3,2,3,2,3,3,1,1,2,2,2,2,2,2,2,1,4,1,1,1,1,1,1,1,1,2,2,2,1,2,1,1,"""1""",0.416666667,FALSE
735,1,2,"""1""",FALSE,3,2,3,2,2,2,2,2,2,2,1,3,5,5,2,4,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1,4,3,2,3,3,2,2,3,4,2,3,2,1,2,1,3,"""3""",0.333333333,FALSE
736,1,2,"""3""",FALSE,6,3,3,1,3,2,2,2,2,2,2,3,1,1,1,4,3,2,2,3,2,2,2,1,1,2,2,2,2,1,2,3,4,1,2,2,2,2,1,1,2,2,3,2,2,1,3,2,"""2""",0.388888889,FALSE
737,1,4,"""4""",FALSE,7,4,3,3,1,4,1,1,2,2,1,2,1,3,1,4,4,3,4,4,3,2,2,1,2,2,2,2,2,1,2,2,4,1,1,1,1,1,1,1,2,3,3,3,2,2,1,1,"""1""",0.388888889,FALSE
738,1,5,"""1""",FALSE,9,1,2,1,1,1,1,2,2,2,1,3,5,5,1,4,1,1,1,1,1,1,1,2,2,2,2,2,1,2,1,1,4,1,1,1,1,1,1,1,2,2,2,2,1,4,2,4,"""4""",0.694444444,TRUE
739,1,2,"""2""",FALSE,6,2,2,1,1,2,2,2,2,2,1,2,5,5,1,4,4,4,3,5,3,3,3,2,1,1,2,2,2,2,2,2,4,1,1,1,1,1,1,1,1,2,2,2,2, ,3,4,"""4""",0.527777778,TRUE
740,1,2,"""1""",FALSE,5,3,3,3,3,2,2,2,2,2,1,3,1,1,1,4,3,3,3,3,2,2,2,1,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,1,3,2,3,2,2,4,1,1,"""1""",0.333333333,FALSE
741,1,4,"""4""",FALSE,3,2,2,3,1,2,1,2,2,2,1,3,5,4,2,2,3,4,4,4,4,5,1,1,2,2,2,2,2,2,2,4,4,1,1,1,1,1,1,1,1,2,5,3,2,2,3,1,"""1""",0.527777778,TRUE
742,1,4,"""96""",FALSE,3,3,3,2,2,2,2,1,2,2,1,3,5,5,1,4,3,4,4,4,3,4,2,1,1,2,2,2,2,1,1,1,4,1,2,1,2,2,2,2,2,1,2,3,2,1,1,1,"""1""",0.416666667,FALSE
743,1,2,"""1""",FALSE,7,2,2,2,2,2,1,2,2,2,1,1,5,5,1,4,3,2,1,4,2,1,3,1,2,2,2,2,2,1,2,2,1,1,1,1,2,1,1,1,1,3,2,2,2,2,1,3,"""3""",0.388888889,FALSE
744,1,2,"""3""",FALSE,6,3,2,2,2,2,2,2,2,2,1,3,2,1,1,3,3,4,2,3,3,4,2,1,2,2,2,2,2,2,2,3,4,1,2,1,1,1,1,1,1,2,3,2,1,1,1,2,"""2""",0.333333333,FALSE
745,1,2,"""1""",FALSE,9,1,2,3,2,1,3,1,2,2,2,4,1,1,1,4,1,1,1,1,1,1,1,2,2,2,2,2,1,2,-99,2,4,2,2,2,1,3,1,2,3,1,1,1,1,4,2,2,"""2""",0.777777778,TRUE
746,1,4,"""3""",FALSE,8,3,2,3,2,2,1,2,2,2,2,3,5,5,2,4,1,1,1,1,1,1,1,2,2,2,2,2,1,2,2,1,4,1,1,1,1,1,1,1,1,3,3,3,2,3,3,3,"""3""",0.222222222,FALSE
747,1,4,"""1""",FALSE,5,3,3,3,2,2,1,2,2,2,2,3,5,5,2,2,1,1,1,1,1,1,2,2,2,2,2,2,1,2,1,2,4,1,1,1,1,1,1,1,1,3,3,3,2,4,1,4,"""4""",0.222222222,FALSE
748,1,2,"""-99""",FALSE,5,2,2,2,2,3,2,1,2,2,1,3,1,1,1,3,1,1,2,1,2,2,1,2,2,1,1,2,2,2,2,3,2,1,1,2,2,2,2,1,2,3,3,3,1,2,2,2,"""2""",0.166666667,FALSE
749,2,2,"""1""",FALSE,8,2,2,1,1,2,2,2,2,2,2,3,5,5,2,3,2,1,2,1,2,1,1,2,2,2,2,2,1,1,1,2,4,1,2,2,3,2,2,1,2,2,2,2,2,4,3,5,"""5""",0.527777778,TRUE
750,1,2,"""1""",FALSE,8,2,4,4,2,2,2,2,2,2,1,2,4,1,1,1,3,2,3,3,2,2,2,2,2,2,2,2,1,2,2,2,4,4,3,3,3,4,2,1,1,3,3,3,1,4,1,3,"""3""",0.277777778,FALSE
751,1,2,"""1""",FALSE,5,3,2,2,2,2,2,2,2,2,2,4,3,3,2,4,3,3,3,3,3,3,3,2,1,2,2,2,2,2,2,2,2,3,2,2,2,2,1,1,2,3,4,3,1,1,3,1,"""1""",0.25,FALSE
752,1,1,"""6""",FALSE,10,1,2,3,1,1,1,2,2,2,2,4,5,5,2,4,1,1,1,1,1,1,1,2,2,2,2,2,1,2,2,1,4,2,1,1,1,2,1,1,2,2,2,2,1,4,1,3,"""3""",0.638888889,TRUE
753,1,2,"""1""",FALSE,5,2,2,2,2,2,2,2,2,2,2,3,5,5,2,4,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,4,3,3,2,3,3,1,1,3,1,1,1,2,2,1,1,"""1""",0.666666667,TRUE
754,1,2,"""3""",FALSE,6,3,2,2,2,2,3,2,2,2,1,2,5,5,1,4,3,1,1,3,1,1,2,2,2,2,2,2,1,2,2,2,4,1,1,1,1,2,1,1,2,4,4,3,1,4,2,1,"""1""",0.333333333,FALSE
755,1,4,"""11""",FALSE,7,3,3,3,2,2,2,2,2,2,1,3,5,5,2,3,1,1,1,1,1,1,1,2,2,2,2,2,1,1,2,3,4,1,1,1,1,1,1,2,2,4,4,3,1,4,3,5,"""5""",0.333333333,FALSE
756,1,4,"""4""",FALSE,7,3,3,3,2,1,1,2,2,2,1,3,2,4,1,4,2,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,4,1,1,1,1,1,1,1,2,1,3,2,2,3,1,1,"""1""",0.527777778,TRUE
757,2,2,"""3""",FALSE,9,2,2,2,2,2,1,2,2,2,2,4,1,2,2,2,1,1,1,1,1,1,1,2,2,2,2,2,1,2,2,1,4,1,1,1,2,1,1,1,1,3,3,3,2,4,1,1,"""1""",0.222222222,FALSE
758,1,2,"""1""",FALSE,9,2,2,2,2,2,2,2,2,2,2,3,5,5,2,4,1,1,1,1,1,1,1,2,2,2,2,2,1,2,2,1,4,4,2,2,2,3,3,2,3,2,2,2,1,4,1,4,"""4""",0.416666667,FALSE
759,1,2,"""1""",FALSE,3,2,3,3,1,2,2,1,2,2,2,3,1,1,1,1,1,3,1,4,2,1,2,2,2,2,2,2,1,1,1,1,4,2,2,2,2,2,2,1,2,2,2,2,1,4,2,2,"""2""",0.472222222,FALSE
760,1,4,"""2""",FALSE,7,3,3,3,3,3,2,2,2,2,2,3,5,5,2,4,2,2,2,1,1,1,1,2,2,2,2,2,1,1,2,2,4,3,2,2,2,3,2,2,3,2,2,2,1,4,2,1,"""1""",0.416666667,FALSE
761,1,5,"""3""",FALSE,5,3,2,4,3,3,3,2,2,2,1,2,1,1,1,4,5,5,5,5,5,5,3,1,2,2,2,2,2,2,2,2,4,1,1,1,1,1,1,1,1,2,2,2,1,1, ,2,"""2""",0.472222222,FALSE
762,1,1,"""1""",FALSE,9,2,2,1,2,2,2,2,2,2,1,3,5,5,2,3,1,1,1,1,1,1,1,1,2,2,2,2,2,1,2,1,4,1,2,1,2,2,1,1,2,2,3,3,2,2,2,5,"""5""",0.305555556,FALSE
763,1,2,"""96""",FALSE,8,2,2,2,1,1,1,2,2,2,2,3,5,5,1,4,1,1,1,1,1,1,1,2,2,2,2,2,1,1,2,2,4,3,1,1,1,1,1,1,1,1,1,2,1,4,2,3,"""3""",0.75,TRUE
764,1,2,"""3""",FALSE,9,2,2,2,2,2,2,2,2,2,1,2,5,5,2,4,1,1,1,1,1,1,2,1,2,2,2,2,2,1,2,2,4,1,1,1,1,1,1,1,2,2,2,2,2,3,2,8,"""8""",0.416666667,FALSE
765,1,2,"""3""",FALSE,6,3,2,3,2,2,2,2,2,2,1,3,5,5,2,4,3,2,1,4,1,1,4,1,2,2,2,2,2,1,1,2,4,1,1,1,1,2,1,1,2,3,2,3,1,2,2,1,"""1""",0.25,FALSE
766,1,1,"""1""",FALSE,7,2,2,2,1,1,1,2,2,2,1,3,1,1,1,4,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,4,2,2,1,3,2,1,1,1,2,3,3,2,3,3,2,"""2""",0.416666667,FALSE
767,1,2,"""1""",FALSE,8,2,2,2,2,1,1,2,2,2,2,3,5,5,2,4,2,1,2,1,1,1,1,1,2,2,2,2,2,2,2,1,4,2,2,2,2,2,2,2,2,2,2,2,1,3,2,1,"""1""",0.527777778,TRUE
768,1,2,"""1""",FALSE,4,2,2,2,2,1,2,2,2,2,1,1,1,1,1,4,4,4,4,4,3,4,3,2,2,2,2,2,2,2,2,3,2,1,1,2,3,1,1,1,3,2,2,2,1,2,1,2,"""2""",0.472222222,FALSE
769,1,2,"""6""",FALSE,7,2,2,2,2,2,2,1,2,2,1,3,5,5,2,4,2,1,1,2,1,1,1,1,2,2,2,2,2,2,2,1,4,1,2,3,2,2,1,1,2,3,3,2,2,3,2,3,"""3""",0.25,FALSE
770,1,2,"""3""",FALSE,1,4,3,3,2,3,1,1,2,2,1,2,2,2,1,4,4,4,4,5,3,3,3,1,1,1,1,2,2,2,2,2,4,1,2,2,2,2,1,1,2,2,2,2,2,1,3,1,"""1""",0.527777778,TRUE
771,1,4,"""3""",FALSE,2,3,1,2,1,3,2,1,2,2,1,3,5,2,1,4,2,3,2,2,1,2,2,2,2,2,1,2,2,2,2,2,4,1,1,1,1,1,1,1,2,3,3,3,2,3,1,3,"""3""",0.277777778,FALSE
772,1,2,"""6""",FALSE,7,3,2,3,1,2,2,2,2,2,1,2,5,5,2,3,3,1,2,2,2,1,1,1,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,3,3,4,2,2,1,3,"""3""",0.305555556,FALSE
773,1,2,"""3""",FALSE,6,3,2,3,1,2,2,1,2,2,1,2,1,3,1,4,2,1,2,1,1,1,2,2,2,2,2,2,1,2,2,2,4,1,1,1,1,1,1,2,2,2,2,2,1,4,1,1,"""1""",0.472222222,FALSE
774,1,2,"""3""",FALSE,7,2,2,2,2,2,2,2,2,2,1,2,4,5,3,4,2,2,3,2,2,1,3,1,2,2,2,2,2,2,2,2,4,2,2,2,2,2,1,2,3,2,2,2,1,3,1,1,"""1""",0.416666667,FALSE
775,1,2,"""1""",FALSE,8,1,3,1,2,1,1,2,2,2,1,3,2,3,1,4,1,1,1,2,1,1,1,2,2,2,2,2,1,1,2,4,4,3,1,1,1,2,1,1,1,2,2,1,2,4, ,1,"""1""",0.722222222,TRUE
776,1,2,"""3""",FALSE,7,2,2,2,2,2,2,2,2,2,1,3,5,5,2,2,3,2,3,3,1,1,1,2,2,2,2,2,2,1,2,3,4,2,2,2,2,2,2,2,3,2,3,3,2,2,3,5,"""5""",0.25,FALSE
777,1,4,"""4""",FALSE,4,4,2,2,1,3,2,2,2,2,1,2,1,1,1,4,4,4,3,3,3,2,2,1,2,2,2,2,2,2,2,2,4,1,1,1,1,1,1,1,1,2,3,2,2, ,3,2,"""2""",0.444444444,FALSE
778,1,1,"""96""",FALSE,10,3,2,3,1,1,1,2,2,2,2,3,5,5,2,4,1,1,1,1,1,1,1,2,2,2,2,2,1,2,2,1,4,1,1,1,1,1,1,1,2,1,2,1,1,4,2,4,"""4""",0.75,TRUE
779,1,4,"""-98""",TRUE,7,2,2,3,2,2,1,1,2,2,1,2,1,1,1,4,3,1,2,1,1,1,2,1,1,2,2,2,2,1,1,2,4,2,2,1,2,2,2,2,2,2,2,2,2,3,1,2,"""2""",0.472222222,FALSE
781,1,1,"""4""",FALSE,9,3,1,2,1,2,1,2,2,2,1,2,3,5,1,4,2,1,1,1,1,1,1,1,2,2,2,2,2,1,2,1,4,1,1,1,1,1,2,2,2,3,2,2,1,3,1,1,"""1""",0.5,TRUE
782,1,2,"""1""",FALSE,10,2,1,1,1,1,1,2,2,2,2,4,5,5,2,1,1,1,1,1,1,1,1,2,2,2,2,2,1,2,1,1,4,2,1,1,2,1,1,1,3,1,1,1,2,4, ,5,"""5""",0.944444444,TRUE
783,1,2,"""1""",FALSE,4,3,3,2,2,2,1,1,2,2,2,4,5,5,1,2,2,2,2,4,3,4,4,2,2,1,2,2,2,1,2,4,2,3,2,2,3,3,1,1,3,2,3,2,2,2,2,1,"""1""",0.388888889,FALSE
784,1,2,"""3""",FALSE,8,2,2,1,1,2,1,2,2,2,2,3,5,5,2,4,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,4,1,2,1,2,2,1,1,2,2,2,1,2,2,1,3,"""3""",0.666666667,TRUE
785,1,2,"""4""",FALSE,8,2,2,2,2,2,1,2,2,2,1,2,5,5,2,4,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,2,4,1,1,1,1,2,1,1,2,2,2,2,2,4,1,4,"""4""",0.472222222,FALSE
786,1,2,"""3""",FALSE,4,3,3,3,2,3,2,2,2,2,1,2,5,5,3,4,2,1,3,1,1,1,1,1,2,2,2,2,2,1,2,1,1,1,2,1,2,2,1,2,2,1,1,1,1,2,2,3,"""3""",0.666666667,TRUE
787,1,2,"""1""",FALSE,7,2,2,2,2,2,2,1,2,2,2,3,4,4,2,4,2,1,1,1,1,1,1,1,2,2,2,2,2,1,2,2,4,2,1,2,2,2,1,1,1,2,2,2,2,2,2,3,"""3""",0.416666667,FALSE
788,1,2,"""1""",FALSE,8,2,2,3,2,1,2,1,1,1,2,2,1,1,1,4,1,1,1,1,1,1,1,2,2,2,2,2,1,2,2,2,4,1,1,1,2,1,1,1,2,2,2,2,2,4, ,2,"""2""",0.472222222,FALSE
789,1,4,"""1""",FALSE,4,2,2,2,2,2,2,2,2,2,1,3,5,1,1,4,2,3,3,3,2,2,1,2,2,1,2,2,2,2,2,2,4,2,2,2,3,3,2,2,3,3,3,3,2,1,3,2,"""2""",0.166666667,FALSE
790,1,4,"""3""",FALSE,7,3,3,3,3,3,2,2,2,2,1,2,5,5,2,4,1,1,1,1,1,1,1,1,2,2,2,2,2,1,2,2,4,2,2,2,2,2,1,1,2,2,3,2,2,2,2,4,"""4""",0.333333333,FALSE
791,1,2,"""-98""",TRUE,6,2,2,2,2,2,2,1,2,2,1,3,1,1,1,4,3,3,3,3,3,3,3,1,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,3,3,4,2,3,3,2,"""2""",0.25,FALSE
792,1,2,"""-99""",FALSE,7,2,4,2,2,2,1,2,2,2,1,2,1,1,2,4,2,1,2,1,1,1,2,2,2,2,2,2,1,1,1,2,4,2,1,1,1,2,1,1,2,2,2,2,2,4,1,8,"""8""",0.527777778,TRUE
793,1,2,"""1""",FALSE,6,3,3,3,2,2,1,1,2,2,2,3,5,5,3,3,2,3,3,2,2,2,2,1,2,2,2,2,2,2,2,3,4,3,2,1,1,2,1,2,3,4,3,3,1,2,3,4,"""4""",0.305555556,FALSE
794,1,2,"""97""",FALSE,9,1,1,1,1,1,1,2,2,2,1,3,1,1,1,3,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,4,1,2,1,1,1,1,1,3,1,2,2,1,2,1,1,"""1""",0.833333333,TRUE
795,1,2,"""96""",FALSE,4,2,3,2,2,3,1,2,2,2,1,2,2,2,1,4,2,1,2,2,1,1,1,1,2,2,2,2,2,1,2,2,1,2,2,1,2,2,1,1,2,2,3,2,2,3, ,1,"""1""",0.388888889,FALSE
796,1,2,"""1""",FALSE,7,2,2,2,2,2,2,2,2,2,2,3,5,5,2,4,1,2,2,2,1,1,2,2,2,2,2,2,1,2,2,1,4,2,2,2,1,2,1,2,3,2,2,2,1,4,3,5,"""5""",0.416666667,FALSE
797,1,2,"""6""",FALSE,5,1,2,2,1,1,2,2,2,2,2,3,5,5,2,4,1,3,2,3,4,4,2,1,2,2,2,2,2,2,2,2,4,2,1,2,2,3,1,2,2,2,2,2,1,2,1,3,"""3""",0.583333333,TRUE
799,1,2,"""1""",FALSE,7,3,3,2,2,2,3,2,2,2,2,3,5,5,2,4,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,4,1,1,2,2,2,2,2,3,2,2,2,1,2,1,5,"""5""",0.416666667,FALSE
801,2,2,"""1""",FALSE,7,2,2,2,2,2,3,1,2,2,1,3,1,1,1,4,3,2,3,2,2,2,4,2,2,2,2,1,1,2,2,3,4,1,1,1,2,1,1,1,1,2,2,2,2,4,1,2,"""2""",0.416666667,FALSE
802,1,2,"""1""",FALSE,8,2,2,1,1,1,1,2,2,2,1,3,5,5,2,4,2,2,1,1,1,1,1,1,2,2,2,2,2,2,2,1,4,1,1,1,1,2,1,1,2,4,4,4,2,3,1,1,"""1""",0.638888889,TRUE
803,1,4,"""15""",FALSE,8,4,3,3,2,2,3,2,2,2,2,3,5,5,1,3,1,1,1,1,1,1,1,2,2,2,2,2,1,2,2,1,4,1,1,1,1,1,1,1,1,1,1,1,1,4,2,5,"""5""",0.722222222,TRUE
804,1,4,"""1""",FALSE,5,2,3,3,2,3,2,2,2,2,2,3,1,1,2,3,2,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,4,2,1,2,2,2,1,1,2,2,3,2,2,1,1,2,"""2""",0.333333333,FALSE
805,2,1,"""2""",FALSE,8,1,3,1,1,1,3,2,2,2,2,3,5,5,3,4,1,1,3,1,1,1,1,2,2,2,2,2,1,2,2,1,4,2,1,1,1,2,1,1,1,1,5,1,1,4,2,1,"""1""",0.888888889,TRUE
806,1,2,"""1""",FALSE,3,2,3,3,2,2,2,2,2,2,1,2,1,1,1,3,2,2,2,3,4,-99,2,1,2,2,2,2,2,1,-99,2,1,1,1,1,1,1,1,1,2,2,2,2,1,4,3,2,"""2""",0.416666667,FALSE
807,1,4,"""11""",FALSE,8,3,3,4,2,2,1,2,2,2,1,2,4,4,2,4,2,2,2,2,1,1,1,1,2,2,2,2,2,1,1,1,4,4,2,1,3,3,2,2,2,2,3,2,1,2,2,1,"""1""",0.444444444,FALSE
808,1,2,"""4""",FALSE,9,2,3,1,2,2,2,1,2,2,1,2,3,3,1,4,3,5,3,3,1,2,1,1,2,2,2,2,2,1,-99,4,4,1,1,1,1,1,1,1,1,3,3,3,2,2,1,3,"""3""",0.222222222,FALSE
809,1,4,"""1""",FALSE,5,2,2,2,2,1,1,2,2,2,1,3,3,3,1,4,3,3,3,2,2,1,1,1,2,2,2,2,2,2,2,1,4,3,2,2,1,3,1,2,3,2,2,2,1,3,1,1,"""1""",0.527777778,TRUE
812,1,2,"""1""",FALSE,10,2,2,2,2,2,1,2,2,2,1,2,1,1,1,2,3,1,2,4,1,1,2,2,1,2,2,2,2,1,2,2,4,1,2,3,3,2,2,1,2,2,3,3,2,1,1,2,"""2""",0.305555556,FALSE
813,2,1,"""-98""",TRUE,8,2,2,2,2,2,1,1,2,2,1,3,1,1,1,4,3,3,3,3,3,2,1,2,2,2,2,2,1,1,2,2,4,2,1,2,2,2,2,1,2,1,2,1,1,4,2,2,"""2""",0.638888889,TRUE
814,1,4,"""3""",FALSE,8,4,1,2,1,1,1,2,2,2,1,3,1,5,1,4,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,4,1,2,2,1,3,1,1,2,2,1,2,1,1,1,3,"""3""",0.777777778,TRUE
815,2,2,"""3""",FALSE,8,3,3,3,1,2,1,2,2,2,1,2,3,4,2,3,3,1,3,4,3,1,3,2,2,2,2,2,1,1,2,2,4,2,2,1,2,2,1,1,2,3,1,4,1,4,3,1,"""1""",0.527777778,TRUE
816,1,2,"""4""",FALSE,10,3,2,1,2,3,2,1,2,2,1,3,5,5,2,4,2,1,2,1,1,1,1,1,2,2,2,2,2,2,2,1,4,1,1,1,1,1,1,1,1,3,3,2,2,3,2,3,"""3""",0.305555556,FALSE
817,1,2,"""1""",FALSE,7,2,2,2,2,2,2,2,2,2,1,2,1,1,2,4,2,1,2,1,1,1,2,1,2,2,2,2,2,2,2,1,4,2,2,2,2,2,2,2,2,2,3,2,1,3,1,2,"""2""",0.333333333,FALSE
818,1,2,"""13""",FALSE,7,3,2,1,2,1,1,2,2,2,1,2,2,4,2,2,3,3,2,3,1,1,2,1,2,2,2,2,2,2,2,2,4,3,2,1,1,3,1,1,1,3,3,3,2,2,2,1,"""1""",0.333333333,FALSE
819,1,2,"""6""",FALSE,6,2,2,2,2,1,1,2,2,2,2,4,3,3,3,1,1,1,1,2,2,2,1,2,2,2,2,2,1,1,-99,2,4,3,2,2,2,2,2,2,2,2,2,2,1,4,2,3,"""3""",0.527777778,TRUE
820,1,2,"""3""",FALSE,5,2,3,2,2,2,2,2,2,2,1,3,5,5,2,3,3,2,2,3,2,2,2,2,2,2,2,1,1,2,-98,2,4,2,1,2,2,2,2,1,1,2,3,2,1,2,1,5,"""5""",0.333333333,FALSE
821,2,2,"""3""",FALSE,8,3,2,3,2,2,2,2,2,2,2,3,-98,4,1,4,1,1,1,1,3,1,1,2,2,2,2,2,1,2,2,1,4,1,1,1,1,1,1,1,1,2,2,2,1,4,1,1,"""1""",0.416666667,FALSE
822,1,2,"""96""",FALSE,10,2,2,2,2,2,1,2,2,2,2,3,4,5,1,4,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,4,2,2,2,2,2,1,1,2,2,4,3,2,3,2,1,"""1""",0.388888889,FALSE
823,1,4,"""3""",FALSE,0,3,3,3,2,2,3,2,2,2,1,-99,1,1,1,3,5,5,5,3,3,3,2,1,2,2,2,2,2,1,2,2,4,2,3,3,3,3,2,1,3,2,2,2,2,2,2,2,"""2""",0.416666667,FALSE
824,1,4,"""11""",FALSE,6,3,3,3,3,2,2,2,2,2,1,3,5,5,2,3,3,1,2,2,2,1,3,1,2,2,2,2,2,2,2,2,4,3,2,2,3,2,3,3,2,2,3,2,1,2,1,3,"""3""",0.333333333,FALSE
825,1,2,"""4""",FALSE,6,2,2,2,2,1,1,2,2,2,1,3,4,4,2,3,3,2,2,2,2,2,2,1,2,2,2,2,2,1,2,1,4,1,1,1,1,1,1,1,1,2,2,3,2,2,2,1,"""1""",0.444444444,FALSE
